time_ms,adc_output_mv,smoothed_mv,is_r_peak
214786,1828,1827.333,0
214803,1823,1824.333,0
214820,1822,1821.333,0
214837,1819,1819.667,0
214854,1818,1819.0,0
214871,1820,1819.0,0
214888,1819,1821.667,0
214905,1826,1824.667,0
214922,1829,1830.0,0
214939,1835,1833.333,0
214957,1836,1836.333,0
214975,1838,1838.0,0
214993,1840,1839.667,0
215011,1841,1840.333,0
215029,1840,1839.333,0
215047,1837,1838.0,0
215065,1837,1837.333,0
215083,1838,1837.333,0
215101,1837,1838.0,0
215119,1839,1837.667,0
215137,1837,1837.667,0
215155,1837,1838.333,0
215173,1841,1840.0,0
215191,1842,1841.0,0
215209,1840,1840.667,0
215227,1840,1840.0,0
215245,1840,1839.333,0
215263,1838,1838.667,0
215281,1838,1838.333,0
215299,1839,1838.333,0
215317,1838,1838.667,0
215335,1839,1839.333,0
215353,1841,1837.0,0
215371,1831,1832.333,0
215388,1825,1833.333,0
215405,1844,1853.667,0
215423,1892,1871.0,0
215441,1877,1870.0,0
215459,1841,1850.667,0
215477,1834,1836.667,0
215495,1835,1833.667,0
215513,1832,1832.667,0
215530,1831,1830.0,0
215547,1827,1827.667,0
215564,1825,1824.333,0
215581,1821,1822.333,0
215598,1821,1820.333,0
215615,1819,1820.667,0
215632,1822,1824.333,0
215649,1832,1828.667,0
215666,1832,1834.333,0
215683,1839,1837.333,0
215701,1841,1840.0,0
215719,1840,1840.0,0
215737,1839,1839.333,0
215755,1839,1839.667,0
215773,1841,1840.0,0
215791,1840,1839.667,0
215809,1838,1839.0,0
215827,1839,1839.0,0
215845,1840,1840.0,0
215863,1841,1840.667,0
215881,1841,1841.0,0
215899,1841,1840.667,0
215917,1840,1840.333,0
215935,1840,1841.0,0
215953,1843,1842.0,0
215971,1843,1842.0,0
215989,1840,1840.667,0
216007,1839,1839.667,0
216025,1840,1839.667,0
216043,1840,1840.0,0
216061,1840,1840.0,0
216079,1840,1840.0,0
216097,1840,1839.0,0
216115,1837,1837.667,0
216133,1836,1831.667,0
216151,1822,1827.333,0
216168,1824,1832.667,0
216185,1852,1843.0,0
216203,1853,1848.667,0
216221,1841,1844.0,0
216239,1838,1836.333,0
216257,1830,1833.333,0
216274,1832,1831.0,0
216291,1831,1830.0,0
216308,1827,1826.667,0
216325,1822,1823.333,0
216342,1821,1820.667,0
216359,1819,1820.0,0
216376,1820,1821.333,0
216393,1825,1824.333,0
216410,1828,1829.667,0
216427,1836,1833.667,0
216445,1837,1837.667,0
216463,1840,1839.0,0
216481,1840,1840.0,0
216499,1840,1840.0,0
216517,1840,1840.0,0
216535,1840,1840.333,0
216553,1841,1841.0,0
216571,1842,1840.667,0
216589,1839,1840.0,0
216607,1839,1839.667,0
216625,1841,1840.667,0
216643,1842,1841.333,0
216661,1841,1841.333,0
216679,1841,1841.333,0
216697,1842,1841.333,0
216715,1841,1841.667,0
216733,1842,1842.0,0
216751,1843,1842.0,0
216769,1841,1841.0,0
216787,1839,1840.0,0
216805,1840,1840.333,0
216823,1842,1841.333,0
216841,1842,1842.0,0
216859,1842,1842.0,0
216877,1842,1837.667,0
216895,1829,1831.667,0
216912,1824,1847.667,0
216929,1890,1881.333,0
216947,1930,1895.333,1
216965,1866,1878.667,0
216983,1840,1847.333,0
217001,1836,1836.667,0
217019,1834,1833.333,0
217037,1830,1832.333,0
217054,1833,1831.0,0
217071,1830,1829.667,0
217088,1826,1826.333,0
217105,1823,1823.667,0
217122,1822,1822.667,0
217139,1823,1823.0,0
217156,1824,1826.667,0
217173,1833,1831.333,0
217190,1837,1837.667,0
217208,1843,1841.333,0
217226,1844,1843.667,0
217244,1844,1844.0,0
217262,1844,1844.0,0
217280,1844,1843.667,0
217298,1843,1843.333,0
217316,1843,1844.0,0
217334,1846,1845.0,0
217352,1846,1845.0,0
217370,1843,1843.0,0
217388,1840,1842.0,0
217406,1843,1843.0,0
217424,1846,1845.0,0
217442,1846,1846.0,0
217460,1846,1845.667,0
217478,1845,1845.0,0
217496,1844,1845.0,0
217514,1846,1845.667,0
217532,1847,1846.0,0
217550,1845,1845.0,0
217568,1843,1844.0,0
217586,1844,1844.0,0
217604,1845,1844.667,0
217622,1845,1844.667,0
217640,1844,1844.333,0
217658,1844,1838.0,0
217676,1826,1830.667,0
217693,1822,1874.333,0
217710,1975,1930.0,0
217728,1993,1939.333,1
217746,1850,1895.333,0
217764,1843,1844.333,0
217782,1840,1840.0,0
217800,1837,1836.667,0
217818,1833,1835.0,0
217835,1835,1833.0,0
217853,1831,1831.333,0
217870,1828,1827.667,0
217887,1824,1825.333,0
217904,1824,1824.667,0
217921,1826,1825.333,0
217938,1826,1828.667,0
217955,1834,1833.0,0
217973,1839,1839.333,0
217991,1845,1842.667,0
218009,1844,1844.667,0
218027,1845,1845.0,0
218045,1846,1845.333,0
218063,1845,1845.0,0
218081,1844,1843.667,0
218099,1842,1843.333,0
218117,1844,1843.333,0
218135,1844,1844.0,0
218153,1844,1844.333,0
218171,1845,1843.667,0
218189,1842,1843.0,0
218207,1842,1842.333,0
218225,1843,1843.667,0
218243,1846,1844.333,0
218261,1844,1844.0,0
218279,1842,1843.333,0
218297,1844,1843.333,0
218315,1844,1844.0,0
218333,1844,1844.333,0
218351,1845,1844.667,0
218369,1845,1845.333,0
218387,1846,1846.0,0
218405,1847,1845.333,0
218423,1843,1843.0,0
218441,1839,1834.667,0
218459,1822,1829.667,0
218476,1828,1848.667,0
218493,1896,1872.333,0
218511,1893,1877.0,1
218529,1842,1859.0,0
218547,1842,1841.333,0
218565,1840,1840.333,0
218583,1839,1837.667,0
218601,1834,1835.0,0
218619,1832,1830.667,0
218636,1826,1827.667,0
218653,1825,1825.0,0
218670,1824,1823.667,0
218687,1822,1825.667,0
218704,1831,1828.333,0
218721,1832,1833.667,0
218738,1838,1837.667,0
218756,1843,1842.0,0
218774,1845,1844.0,0
218792,1844,1845.0,0
218810,1846,1845.333,0
218828,1846,1845.667,0
218846,1845,1845.333,0
218864,1845,1845.0,0
218882,1845,1844.333,0
218900,1843,1843.667,0
218918,1843,1844.0,0
218936,1846,1846.0,0
218954,1849,1847.333,0
218972,1847,1847.333,0
218990,1846,1846.333,0
219008,1846,1846.333,0
219026,1847,1847.0,0
219044,1848,1847.0,0
219062,1846,1846.0,0
219080,1844,1844.667,0
219098,1844,1845.0,0
219116,1847,1846.333,0
219134,1848,1847.333,0
219152,1847,1847.0,0
219170,1846,1846.333,0
219188,1846,1840.667,0
219206,1830,1833.667,0
219223,1825,1873.333,0
219240,1965,1936.0,0
219258,2018,1954.667,1
219276,1881,1915.0,0
219294,1846,1856.0,0
219312,1841,1841.667,0
219330,1838,1838.0,0
219348,1835,1836.333,0
219366,1836,1834.667,0
219384,1833,1833.0,0
219401,1830,1828.667,0
219418,1823,1826.0,0
219435,1825,1825.333,0
219452,1828,1827.0,0
219469,1828,1831.0,0
219486,1837,1835.0,0
219504,1840,1840.667,0
219522,1845,1843.333,0
219540,1845,1844.667,0
219558,1844,1844.667,0
219576,1845,1845.333,0
219594,1847,1845.333,0
219612,1844,1845.0,0
219630,1844,1844.333,0
219648,1845,1845.667,0
219666,1848,1847.333,0
219684,1849,1848.333,0
219702,1848,1847.667,0
219720,1846,1846.667,0
219738,1846,1846.667,0
219756,1848,1847.667,0
219774,1849,1848.0,0
219792,1847,1847.333,0
219810,1846,1846.667,0
219828,1847,1846.333,0
219846,1846,1846.0,0
219864,1845,1844.667,0
219882,1843,1843.667,0
219900,1843,1844.333,0
219918,1847,1846.333,0
219936,1849,1844.0,0
219954,1836,1838.0,0
219972,1829,1856.333,0
219989,1904,1897.333,0
220007,1959,1916.0,1
220025,1885,1896.0,0
220043,1844,1856.667,0
220061,1841,1842.333,0
220079,1842,1840.333,0
220097,1838,1839.0,0
220115,1837,1835.667,0
220133,1832,1832.667,0
220150,1829,1828.667,0
220167,1825,1826.667,0
220184,1826,1825.667,0
220201,1826,1826.667,0
220218,1828,1830.667,0
220235,1838,1835.0,0
220253,1839,1840.333,0
220271,1844,1843.0,0
220289,1846,1845.667,0
220307,1847,1846.667,0
220325,1847,1847.0,0
220343,1847,1846.667,0
220361,1846,1846.0,0
220379,1845,1845.667,0
220397,1846,1846.0,0
220415,1847,1845.667,0
220433,1844,1845.333,0
220451,1845,1845.0,0
220469,1846,1845.333,0
220487,1845,1845.333,0
220505,1845,1844.333,0
220523,1843,1843.667,0
220541,1843,1843.333,0
220559,1844,1844.333,0
220577,1846,1845.667,0
220595,1847,1846.333,0
220613,1846,1846.0,0
220631,1845,1845.333,0
220649,1845,1844.667,0
220667,1844,1843.667,0
220685,1842,1835.667,0
220703,1821,1826.333,0
220720,1816,1873.333,0
220737,1983,1933.0,0
220755,2000,1945.0,1
220773,1852,1897.333,0
220791,1840,1842.667,0
220809,1836,1837.667,0
220827,1837,1835.667,0
220845,1834,1834.0,0
220863,1831,1830.0,0
220880,1825,1827.333,0
220897,1826,1825.0,0
220914,1824,1824.0,0
220931,1822,1823.333,0
220948,1824,1824.333,0
220965,1827,1828.333,0
220982,1834,1832.667,0
221000,1837,1837.333,0
221018,1841,1840.333,0
221036,1843,1842.667,0
221054,1844,1843.0,0
221072,1842,1842.333,0
221090,1841,1841.667,0
221108,1842,1842.333,0
221126,1844,1842.667,0
221144,1842,1841.667,0
221162,1839,1840.667,0
221180,1841,1841.0,0
221198,1843,1842.667,0
221216,1844,1844.0,0
221234,1845,1844.0,0
221252,1843,1843.0,0
221270,1841,1842.333,0
221288,1843,1842.667,0
221306,1844,1843.0,0
221324,1842,1842.667,0
221342,1842,1842.667,0
221360,1844,1843.667,0
221378,1845,1844.333,0
221396,1844,1839.0,0
221414,1828,1831.0,0
221431,1821,1863.0,0
221448,1940,1907.667,0
221466,1962,1918.667,1
221484,1854,1885.333,0
221502,1840,1843.333,0
221520,1836,1838.0,0
221538,1838,1836.333,0
221556,1835,1835.0,0
221574,1832,1831.0,0
221591,1826,1828.0,0
221608,1826,1826.0,0
221625,1826,1825.0,0
221642,1823,1824.0,0
221659,1823,1824.0,0
221676,1826,1828.0,0
221693,1835,1832.333,0
221711,1836,1837.0,0
221729,1840,1839.0,0
221747,1841,1841.667,0
221765,1844,1842.333,0
221783,1842,1842.0,0
221801,1840,1841.667,0
221819,1843,1842.667,0
221837,1845,1843.667,0
221855,1843,1842.667,0
221873,1840,1841.0,0
221891,1840,1840.333,0
221909,1841,1841.0,0
221927,1842,1842.0,0
221945,1843,1842.0,0
221963,1841,1841.333,0
221981,1840,1841.333,0
221999,1843,1842.667,0
222017,1845,1843.667,0
222035,1843,1843.0,0
222053,1841,1842.0,0
222071,1842,1841.667,0
222089,1842,1842.333,0
222107,1843,1835.667,0
222125,1822,1826.667,0
222142,1815,1867.0,0
222159,1964,1918.0,0
222177,1975,1927.667,1
222195,1844,1886.0,0
222213,1839,1839.667,0
222231,1836,1837.667,0
222249,1838,1836.333,0
222267,1835,1835.0,0
222285,1832,1830.333,0
222302,1824,1826.667,0
222319,1824,1823.667,0
222336,1823,1823.0,0
222353,1822,1822.667,0
222370,1823,1823.333,0
222387,1825,1827.333,0
222404,1834,1831.333,0
222422,1835,1836.667,0
222440,1841,1839.667,0
222458,1843,1843.0,0
222476,1845,1843.667,0
222494,1843,1843.333,0
222512,1842,1842.667,0
222530,1843,1842.667,0
222548,1843,1842.667,0
222566,1842,1842.333,0
222584,1842,1842.0,0
222602,1842,1841.667,0
222620,1841,1841.667,0
222638,1842,1841.667,0
222656,1842,1841.667,0
222674,1841,1841.0,0
222692,1840,1840.333,0
222710,1840,1840.0,0
222728,1840,1840.0,0
222746,1840,1840.0,0
222764,1840,1840.333,0
222782,1841,1837.0,0
222800,1830,1832.0,0
222817,1825,1847.0,0
222834,1886,1885.333,0
222852,1945,1898.333,1
222870,1864,1883.333,0
222888,1841,1848.0,0
222906,1839,1838.667,0
222924,1836,1835.0,0
222942,1830,1832.667,0
222959,1832,1831.0,0
222976,1831,1829.667,0
222993,1826,1826.0,0
223010,1821,1822.667,0
223027,1821,1821.0,0
223044,1821,1821.667,0
223061,1823,1824.667,0
223078,1830,1828.667,0
223095,1833,1834.333,0
223112,1840,1838.0,0
223130,1841,1841.333,0
223148,1843,1842.0,0
223166,1842,1841.667,0
223184,1840,1841.333,0
223202,1842,1841.333,0
223220,1842,1842.0,0
223238,1842,1842.0,0
223256,1842,1841.333,0
223274,1840,1841.0,0
223292,1841,1840.667,0
223310,1841,1841.333,0
223328,1842,1841.333,0
223346,1841,1841.0,0
223364,1840,1841.0,0
223382,1842,1841.0,0
223400,1841,1841.667,0
223418,1842,1842.333,0
223436,1844,1842.667,0
223454,1842,1837.667,0
223472,1827,1830.667,0
223489,1823,1864.333,0
223506,1943,1910.333,0
223524,1965,1919.667,1
223542,1851,1886.0,0
223560,1842,1844.333,0
223578,1840,1839.667,0
223596,1837,1837.0,0
223614,1834,1834.667,0
223632,1833,1832.0,0
223649,1829,1829.667,0
223666,1827,1826.667,0
223683,1824,1825.0,0
223700,1824,1825.0,0
223717,1827,1825.667,0
223734,1826,1828.333,0
223751,1832,1831.333,0
223768,1836,1837.333,0
223786,1844,1841.333,0
223804,1844,1843.667,0
223822,1843,1844.0,0
223840,1845,1844.667,0
223858,1846,1845.333,0
223876,1845,1844.333,0
223894,1842,1843.333,0
223912,1843,1843.0,0
223930,1844,1843.667,0
223948,1844,1844.0,0
223966,1844,1843.667,0
223984,1843,1843.333,0
224002,1843,1843.333,0
224020,1844,1844.333,0
224038,1846,1844.333,0
224056,1843,1844.333,0
224074,1844,1844.0,0
224092,1845,1845.0,0
224110,1846,1845.333,0
224128,1845,1838.0,0
224146,1823,1828.667,0
224163,1818,1874.667,0
224180,1983,1931.667,0
224198,1994,1941.333,1
224216,1847,1894.0,0
224234,1841,1841.333,0
224252,1836,1837.333,0
224270,1835,1834.667,0
224288,1833,1833.333,0
224305,1832,1830.333,0
224322,1826,1828.333,0
224339,1827,1826.333,0
224356,1826,1825.667,0
224373,1824,1825.333,0
224390,1826,1826.0,0
224407,1828,1829.667,0
224424,1835,1834.0,0
224442,1839,1839.0,0
224460,1843,1842.0,0
224478,1844,1843.333,0
224496,1843,1843.0,0
224514,1842,1842.333,0
224532,1842,1842.333,0
224550,1843,1843.333,0
224568,1845,1843.667,0
224586,1843,1843.0,0
224604,1841,1842.667,0
224622,1844,1843.0,0
224640,1844,1844.0,0
224658,1844,1843.667,0
224676,1843,1843.0,0
224694,1842,1841.667,0
224712,1840,1841.0,0
224730,1841,1842.333,0
224748,1846,1843.667,0
224766,1844,1842.333,0
224784,1837,1839.333,0
224802,1837,1834.0,0
224820,1828,1835.333,0
224837,1841,1846.667,0
224855,1871,1857.0,0
224873,1859,1857.333,0
224891,1842,1847.333,0
224909,1841,1839.667,0
224927,1836,1836.667,0
224945,1833,1833.0,0
224962,1830,1831.333,0
224979,1831,1829.0,0
224996,1826,1826.667,0
225013,1823,1824.333,0
225030,1824,1824.0,0
225047,1825,1826.0,0
225064,1829,1829.333,0
225081,1834,1835.667,0
225099,1844,1840.667,0
225117,1844,1844.333,0
225135,1845,1845.0,0
225153,1846,1845.333,0
225171,1845,1845.333,0
225189,1845,1844.0,0
225207,1842,1843.0,0
225225,1842,1842.0,0
225243,1842,1842.667,0
225261,1844,1844.333,0
225279,1847,1845.667,0
225297,1846,1845.667,0
225315,1844,1845.0,0
225333,1845,1844.667,0
225351,1845,1844.667,0
225369,1844,1844.333,0
225387,1844,1844.333,0
225405,1845,1845.0,0
225423,1846,1846.0,0
225441,1847,1841.333,0
225459,1831,1834.0,0
225476,1824,1870.0,0
225493,1955,1924.333,0
225511,1994,1940.0,1
225529,1871,1902.333,0
225547,1842,1850.333,0
225565,1838,1839.667,0
225583,1839,1837.667,0
225601,1836,1836.667,0
225619,1835,1833.0,0
225637,1828,1829.333,0
225654,1825,1824.667,0
225671,1821,1822.333,0
225688,1821,1821.333,0
225705,1822,1822.667,0
225722,1825,1827.667,0
225739,1836,1833.0,0
225757,1838,1838.667,0
225775,1842,1841.333,0
225793,1844,1843.667,0
225811,1845,1844.333,0
225829,1844,1844.0,0
225847,1843,1844.0,0
225865,1845,1843.667,0
225883,1843,1843.667,0
225901,1843,1843.667,0
225919,1845,1843.667,0
225937,1843,1844.0,0
225955,1844,1844.333,0
225973,1846,1845.333,0
225991,1846,1845.667,0
226009,1845,1844.667,0
226027,1843,1844.0,0
226045,1844,1843.667,0
226063,1844,1844.667,0
226081,1846,1845.667,0
226099,1847,1845.0,0
226117,1842,1835.667,0
226135,1818,1825.667,0
226152,1817,1856.667,0
226169,1935,1897.333,0
226187,1940,1905.667,1
226205,1842,1875.333,0
226223,1844,1842.333,0
226241,1841,1840.667,0
226259,1837,1837.333,0
226277,1834,1834.667,0
226295,1833,1831.333,0
226312,1827,1828.667,0
226329,1826,1824.667,0
226346,1821,1823.0,0
226363,1822,1824.0,0
226380,1829,1827.333,0
226397,1831,1833.0,0
226414,1839,1837.333,0
226432,1842,1842.333,0
226450,1846,1844.333,0
226468,1845,1845.0,0
226486,1844,1845.0,0
226504,1846,1845.0,0
226522,1845,1845.0,0
226540,1844,1844.0,0
226558,1843,1843.333,0
226576,1843,1843.0,0
226594,1843,1843.667,0
226612,1845,1844.667,0
226630,1846,1845.333,0
226648,1845,1844.333,0
226666,1842,1843.667,0
226684,1844,1844.0,0
226702,1846,1845.0,0
226720,1845,1846.0,0
226738,1847,1846.0,0
226756,1846,1845.667,0
226774,1844,1845.0,0
226792,1845,1837.0,0
226810,1822,1827.667,0
226827,1816,1867.0,0
226844,1963,1917.333,0
226862,1973,1927.0,1
226880,1845,1886.333,0
226898,1841,1840.667,0
226916,1836,1838.0,0
226934,1837,1835.0,0
226952,1832,1832.667,0
226969,1829,1828.667,0
226986,1825,1826.667,0
227003,1826,1824.667,0
227020,1823,1823.667,0
227037,1822,1823.333,0
227054,1825,1825.0,0
227071,1828,1829.667,0
227088,1836,1834.0,0
227106,1838,1838.667,0
227124,1842,1841.333,0
227142,1844,1843.0,0
227160,1843,1842.667,0
227178,1841,1842.0,0
227196,1842,1842.0,0
227214,1843,1843.0,0
227232,1844,1843.333,0
227250,1843,1842.333,0
227268,1840,1841.333,0
227286,1841,1841.333,0
227304,1843,1842.667,0
227322,1844,1844.333,0
227340,1846,1844.333,0
227358,1843,1843.667,0
227376,1842,1842.333,0
227394,1842,1842.667,0
227412,1844,1843.333,0
227430,1844,1844.0,0
227448,1844,1844.333,0
227466,1845,1838.667,0
227484,1827,1831.667,0
227501,1823,1865.0,0
227518,1945,1911.333,0
227536,1966,1921.0,1
227554,1852,1886.333,0
227572,1841,1844.0,0
227590,1839,1838.333,0
227608,1835,1834.0,0
227626,1828,1831.667,0
227643,1832,1829.667,0
227660,1829,1828.333,0
227677,1824,1824.667,0
227694,1821,1822.0,0
227711,1821,1822.0,0
227728,1824,1823.667,0
227745,1826,1828.333,0
227762,1835,1833.0,0
227780,1838,1838.667,0
227798,1843,1841.333,0
227816,1843,1842.333,0
227834,1841,1842.0,0
227852,1842,1841.667,0
227870,1842,1841.333,0
227888,1840,1840.667,0
227906,1840,1840.667,0
227924,1842,1841.667,0
227942,1843,1842.0,0
227960,1841,1841.333,0
227978,1840,1840.667,0
227996,1841,1840.333,0
228014,1840,1840.333,0
228032,1840,1840.667,0
228050,1842,1841.333,0
228068,1842,1841.0,0
228086,1839,1840.667,0
228104,1841,1841.333,0
228122,1844,1842.333,0
228140,1842,1837.333,0
228158,1826,1830.0,0
228175,1822,1849.0,0
228192,1899,1884.0,0
228210,1931,1897.667,1
228228,1863,1877.667,0
228246,1839,1845.333,0
228264,1834,1835.0,0
228282,1832,1832.0,0
228299,1830,1830.0,0
228316,1828,1827.333,0
228333,1824,1824.667,0
228350,1822,1821.667,0
228367,1819,1820.333,0
228384,1820,1820.333,0
228401,1822,1821.0,0
228418,1821,1823.667,0
228435,1828,1826.667,0
228452,1831,1832.0,0
228469,1837,1835.667,0
228487,1839,1839.333,0
228505,1842,1841.333,0
228523,1843,1842.667,0
228541,1843,1842.333,0
228559,1841,1841.0,0
228577,1839,1840.333,0
228595,1841,1841.0,0
228613,1843,1842.0,0
228631,1842,1841.333,0
228649,1839,1840.333,0
228667,1840,1840.0,0
228685,1841,1841.0,0
228703,1842,1841.0,0
228721,1840,1840.0,0
228739,1838,1838.333,0
228757,1837,1838.0,0
228775,1839,1839.333,0
228793,1842,1840.667,0
228811,1841,1840.333,0
228829,1838,1838.667,0
228847,1837,1832.0,0
228865,1821,1826.333,0
228882,1821,1843.333,0
228899,1888,1866.0,0
228917,1889,1871.333,0
228935,1837,1854.0,0
228953,1836,1835.667,0
228971,1834,1834.0,0
228989,1832,1831.0,0
229006,1827,1829.0,0
229023,1828,1826.333,0
229040,1824,1824.333,0
229057,1821,1821.667,0
229074,1820,1820.667,0
229091,1821,1820.667,0
229108,1821,1822.333,0
229125,1825,1827.333,0
229142,1836,1832.333,0
229160,1836,1837.333,0
229178,1840,1839.0,0
229196,1841,1841.667,0
229214,1844,1842.667,0
229232,1843,1842.333,0
229250,1840,1841.0,0
229268,1840,1840.333,0
229286,1841,1841.333,0
229304,1843,1842.333,0
229322,1843,1842.0,0
229340,1840,1841.0,0
229358,1840,1840.667,0
229376,1842,1842.333,0
229394,1845,1843.667,0
229412,1844,1843.667,0
229430,1842,1842.667,0
229448,1842,1842.0,0
229466,1842,1842.0,0
229484,1842,1843.0,0
229502,1845,1843.667,0
229520,1844,1842.667,0
229538,1839,1840.0,0
229556,1837,1834.0,0
229574,1826,1831.667,0
229591,1832,1837.333,0
229608,1854,1846.333,0
229626,1853,1849.667,0
229644,1842,1844.667,0
229662,1839,1839.0,0
229680,1836,1836.667,0
229698,1835,1833.667,0
229716,1830,1831.667,0
229733,1830,1827.667,0
229750,1823,1825.0,0
229767,1822,1822.667,0
229784,1823,1822.667,0
229801,1823,1825.333,0
229818,1830,1828.0,0
229835,1831,1833.667,0
229852,1840,1837.333,0
229870,1841,1840.667,0
229888,1841,1842.0,0
229906,1844,1843.667,0
229924,1846,1845.0,0
229942,1845,1845.0,0
229960,1844,1844.333,0
229978,1844,1843.333,0
229996,1842,1842.667,0
230014,1842,1842.667,0
230032,1844,1843.0,0
230050,1843,1843.333,0
230068,1843,1843.333,0
230086,1844,1844.0,0
230104,1845,1844.0,0
230122,1843,1843.667,0
230140,1843,1842.667,0
230158,1842,1842.0,0
230176,1841,1841.667,0
230194,1842,1841.333,0
230212,1841,1840.667,0
230230,1839,1841.0,0
230248,1843,1843.0,0
230266,1847,1843.667,0
230284,1841,1841.0,0
230302,1835,1833.0,0
230320,1823,1830.333,0
230337,1833,1837.333,0
230354,1856,1846.0,0
230372,1849,1848.0,0
230390,1839,1842.333,0
230408,1839,1838.667,0
230426,1838,1838.333,0
230444,1838,1836.333,0
230462,1833,1833.667,0
230479,1830,1829.667,0
230496,1826,1827.333,0
230513,1826,1825.333,0
230530,1824,1824.667,0
230547,1824,1827.333,0
230564,1834,1831.333,0
230582,1836,1836.333,0
230600,1839,1838.667,0
230618,1841,1841.667,0
230636,1845,1844.0,0
230654,1846,1845.0,0
230672,1844,1844.0,0
230690,1842,1842.667,0
230708,1842,1842.667,0
230726,1844,1844.667,0
230744,1848,1846.0,0
230762,1846,1845.333,0
230780,1842,1843.333,0
230798,1842,1842.0,0
230816,1842,1842.0,0
230834,1842,1842.667,0
230852,1844,1843.0,0
230870,1843,1843.0,0
230888,1842,1843.0,0
230906,1844,1844.0,0
230924,1846,1844.333,0
230942,1843,1844.0,0
230960,1843,1843.333,0
230978,1844,1844.333,0
230996,1846,1845.333,0
231014,1846,1845.667,0
231032,1845,1845.333,0
231050,1845,1838.333,0
231068,1825,1830.333,0
231085,1821,1869.0,0
231102,1961,1918.667,0
231120,1974,1927.333,1
231138,1847,1888.0,0
231156,1843,1843.667,0
231174,1841,1840.667,0
231192,1838,1837.333,0
231210,1833,1835.333,0
231227,1835,1832.333,0
231245,1829,1830.0,0
231262,1826,1826.333,0
231279,1824,1825.0,0
231296,1825,1825.667,0
231313,1828,1826.333,0
231330,1826,1829.333,0
231347,1834,1833.0,0
231365,1839,1839.0,0
231383,1844,1841.667,0
231401,1842,1843.0,0
231419,1843,1843.0,0
231437,1844,1844.667,0
231455,1847,1845.333,0
231473,1845,1844.667,0
231491,1842,1843.667,0
231509,1844,1843.0,0
231527,1843,1843.333,0
231545,1843,1844.333,0
231563,1847,1845.333,0
231581,1846,1845.667,0
231599,1844,1845.333,0
231617,1846,1845.667,0
231635,1847,1846.0,0
231653,1845,1845.333,0
231671,1844,1844.667,0
231689,1845,1844.333,0
231707,1844,1844.333,0
231725,1844,1844.667,0
231743,1846,1845.0,0
231761,1845,1846.0,0
231779,1847,1846.667,0
231797,1848,1841.667,0
231815,1830,1834.0,0
231832,1824,1851.333,0
231849,1900,1898.0,0
231867,1970,1919.667,1
231885,1889,1901.0,0
231903,1844,1857.667,0
231921,1840,1841.333,0
231939,1840,1839.333,0
231957,1838,1838.0,0
231975,1836,1834.667,0
231993,1830,1831.0,0
232010,1827,1827.0,0
232027,1824,1825.333,0
232044,1825,1825.667,0
232061,1828,1826.667,0
232078,1827,1831.0,0
232095,1838,1835.0,0
232113,1840,1840.333,0
232131,1843,1843.0,0
232149,1846,1845.333,0
232167,1847,1846.667,0
