peak_time_ms,peak_value_mv
216947,1895.3333333333333
217728,1939.3333333333333
218511,1877.0
219258,1954.6666666666667
220007,1916.0
220755,1945.0
221466,1918.6666666666667
222177,1927.6666666666667
222852,1898.3333333333333
223524,1919.6666666666667
224198,1941.3333333333333
225511,1940.0
226187,1905.6666666666667
226862,1927.0
227536,1921.0
228210,1897.6666666666667
231120,1927.3333333333333
231867,1919.6666666666667
233291,1910.6666666666667
