peak_time_ms,peak_value_mv
1372295,1893.6666666666667
1376984,1893.6666666666667
1379172,1921.0
1380666,1883.6666666666667
1381460,1897.3333333333333
1382254,1887.6666666666667
1384890,1910.0
1385433,1909.3333333333333
1387880,1905.6666666666667
1388578,1902.3333333333333
1389278,1910.3333333333333
1389946,1895.3333333333333
1390583,1934.3333333333333
1391218,1910.3333333333333
1392362,1886.0
1393412,1912.0
1395004,1953.0
