« 213163,1838
213181,1829
213198,1825
213215,1847
213233,1892
213251,1871
213269,1838
213287,1834
213305,1832
213322,1827
213339,1826
213356,1824
213373,1822
213390,1820
213407,1819
213424,1818
213441,1819
213458,1827
213475,1827
213492,1833
213509,1838
213527,1840
213545,1838
213563,1837
213581,1838
213599,1840
213617,1839
213635,1838
213653,1840
213671,1840
213689,1839
213707,1839
213725,1838
213743,1838
213761,1840
213779,1840
213797,1838
213815,1835
213833,1837
213851,1842
213869,1842
213887,1838
213905,1835
213923,1817
213940,1815
213957,1883
213975,1886
213993,1835
214011,1837
214029,1832
214046,1829
214063,1826
214080,1827
214097,1823
214114,1821
214131,1819
214148,1818
214165,1823
214182,1824
214199,1832
214216,1835
214234,1838
214252,1841
214270,1842
214288,1840
214306,1839
214324,1840
214342,1840
214360,1840
214378,1839
214396,1837
214414,1837
214432,1839
214450,1840
214468,1839
214486,1837
214504,1838
214522,1838
214540,1838
214558,1837
214576,1834
214594,1838
214612,1841
214630,1829
214647,1825
214664,1832
214681,1872
214699,1870
214717,1837
214735,1830
214752,1831
214769,1831
214786,1828
214803,1823
214820,1822
214837,1819
214854,1818
214871,1820
214888,1819
214905,1826
214922,1829
214939,1835
214957,1836
214975,1838
214993,1840
215011,1841
215029,1840
215047,1837
215065,1837
215083,1838
215101,1837
215119,1839
215137,1837
215155,1837
215173,1841
215191,1842
215209,1840
215227,1840
215245,1840
215263,1838
215281,1838
215299,1839
215317,1838
215335,1839
215353,1841
215371,1831
215388,1825
215405,1844
215423,1892
215441,1877
215459,1841
215477,1834
215495,1835
215513,1832
215530,1831
215547,1827
215564,1825
215581,1821
215598,1821
215615,1819
215632,1822
215649,1832
215666,1832
215683,1839
215701,1841
215719,1840
215737,1839
215755,1839
215773,1841
215791,1840
215809,1838
215827,1839
215845,1840
215863,1841
215881,1841
215899,1841
215917,1840
215935,1840
215953,1843
215971,1843
215989,1840
216007,1839
216025,1840
216043,1840
216061,1840
216079,1840
216097,1840
216115,1837
216133,1836
216151,1822
216168,1824
216185,1852
216203,1853
216221,1841
216239,1838
216257,1830
216274,1832
216291,1831
216308,1827
216325,1822
216342,1821
216359,1819
216376,1820
216393,1825
216410,1828
216427,1836
216445,1837
216463,1840
216481,1840
216499,1840
216517,1840
216535,1840
216553,1841
216571,1842
216589,1839
216607,1839
216625,1841
216643,1842
